sp	long	lat	year	recordedByStandardized	recordNumberStandardized	source
Aralia warmingiana	-44.0825	-18.644444	2012	OLIVEIRA		splink
Aralia warmingiana	-39.00647222	-7.710333333	2013	OLIVEIRA	1029	splink
Aralia warmingiana	-39.00644444	-7.710333333	2013	OLIVEIRA	1059	splink
Aralia warmingiana	-36.94948611	-8.249411111	2014	OLIVEIRA	3264	splink
Aralia warmingiana	-37.11297222	-7.846833333	2008	ANTUNES	65	splink
Aralia warmingiana	-42.412222	-13.297222	2007	CONCEICAO	1888	splink
Aralia warmingiana	-53.9975	-27.474722	2008	MOLZ		splink
Aralia warmingiana	-42.178611	-12.433333	2007	QUEIROZ	12666	splink
Aralia warmingiana	-44.32	-13.586111	2007	QUEIROZ	12740	splink
Aralia warmingiana	-42.245556	-13.297222	2007	CONCEICAO	1888	splink
Aralia warmingiana	-39.183889	-12.161667	2007	CARDOSO	1962	splink
Aralia warmingiana	-44.968889	-12.376944	2007	SANTOS	1771	splink
Aralia warmingiana	-41.501667	-12.327222	2007	SANTOS	1822	splink
Aralia warmingiana	-40.5	-12.419444	2008	QUEIROZ	13685	splink
Aralia warmingiana	-40.522778	-13.316111	2011	MELO	10559	splink
Aralia warmingiana	-44.183333	-18.283333	1996	PIRANI	3734	splink
Aralia warmingiana	-42.826944	-15.305833	2004	PIRANI	5468	splink
Aralia warmingiana	-53.866389	-25.296833	2017	CAXAMBU	7742	splink
Aralia warmingiana	-41.9516667	-22.8116667	2017	VERDI	7575	jabotrb
Aralia warmingiana	-54.205	-26.91638	1999	TRESSENS	6110	bien
Aralia warmingiana	-47	-16	1985	RATTER	5047	bien
Aralia warmingiana	-47	-16	1985	RATTER	5047	bien
Aralia warmingiana	-47	-16	1985	RATTER	5047	bien
Aralia warmingiana	-37.112972	-7.846833	2008	ANTUNES	65	bien
Aralia warmingiana	-47	-16	1985	RATTER		bien
Averrhoidium paraguaiense	-57.37	-22.523611	2011	STEVENS	31227	gbif
Averrhoidium paraguaiense	-56.604167	-21.077222	2010	QUINET	2248	gbif
Averrhoidium paraguaiense	-56.716111	-21.134722	2010	BORGES	1142	gbif
Averrhoidium paraguaiense	-56.675833	-20.920833	2010	MARTINELLI	16805	gbif
Averrhoidium paraguaiense	-56.604167	-21.077222	2010	QUINET	2253	gbif
Averrhoidium paraguaiense	-56.374444	-21.415278	2004	BATTILANI	65	gbif
Averrhoidium paraguaiense	-56.7425	-20.781944	2004	MARIA	57	gbif
Averrhoidium paraguaiense	-56.366667	-21.4	2003	BATTILANI	51	gbif
Averrhoidium paraguaiense	-56.583111	-21.06025	2002	POTT	10451	gbif
Averrhoidium paraguaiense	-56.466667	-21.116667	2002	HATSCHBACH	73856	gbif
Averrhoidium paraguaiense	-56.3526	-21.0831	2000	DAMASCENO	2061	gbif
Averrhoidium paraguaiense	-56.590556	-21.141944	2000	DAMASCENO-JUNIOR	2061	gbif
Averrhoidium paraguaiense	-44	-17.5	1998	PIRANI	3850	gbif
Averrhoidium paraguaiense	-44	-17.5	1998	PIRANI	3850	gbif
Averrhoidium paraguaiense	-44	-17.5	1998	PIRANI	3850	gbif
Averrhoidium paraguaiense	-56.050833	-23.778889	1995	ZARDINI	43465	gbif
Averrhoidium paraguaiense	-56.050833	-23.778889	1995	ZARDINI	43436	gbif
Averrhoidium paraguaiense	-56.533333	-20.933333	1995	LOUREIRO	195	gbif
Averrhoidium paraguaiense	-54.804722	-25.631944	1994	ZARDINI	40741	gbif
Averrhoidium paraguaiense	-54.804722	-25.631944	1994	ZARDINI	40795	gbif
Averrhoidium paraguaiense	-57.36556	-22.69333	1994	ZARDINI		gbif
Averrhoidium paraguaiense	-57.365556	-22.693333	1994	ZARDINI	40977	gbif
Averrhoidium paraguaiense	-57.365556	-22.693333	1994	ZARDINI	40982	gbif
Averrhoidium paraguaiense	-57.3656	-22.6933	1994	ZARDINI	40989	gbif
Averrhoidium paraguaiense	-55.9825	-22.655556	1994	STEVENS	26115	gbif
Averrhoidium paraguaiense	-55.9825	-22.655556	1994	STEVENS	26097	gbif
Averrhoidium paraguaiense	-56.023611	-22.631944	1994	STEVENS	26015	gbif
Averrhoidium paraguaiense	-56.0236	-22.6319	1994	STEVENS	26015	gbif
Averrhoidium paraguaiense	-56.533333	-20.933333	1985	LOUREIRO	195	gbif
Averrhoidium paraguaiense	-58.391024	-23.236211	1978	BERNARDI	19338	gbif
Averrhoidium paraguaiense	-56.6041667	-21.0772223	2010	QUINET	2253	jabot
Averrhoidium paraguaiense	-56.5333333	-20.9333333	1995	LOUREIRO	195	jabot
Averrhoidium paraguaiense	-56.6041667	-21.0772223	2010	QUINET	2248	jabot
Averrhoidium paraguaiense	-44	-17.5	1998	PIRANI	3850	jabot
Averrhoidium paraguaiense	-56.6758334	-20.9208334	2010	MARTINELLI	16805	jabot
Averrhoidium paraguaiense	-56.5333333	-20.9333333	1985	LOUREIRO	195	jabot
Averrhoidium paraguaiense	-56.7161111	-21.1347222	2010	BORGES	1142	jabot
Averrhoidium paraguaiense	-54.8	-25.63	1994	ZARDINI	40741	mobot
Averrhoidium paraguaiense	-54.8	-25.63	1994	ZARDINI	40795	mobot
Averrhoidium paraguaiense	-57.37	-22.69	1994	ZARDINI	40977	mobot
Averrhoidium paraguaiense	-57.37	-22.69	1994	ZARDINI	40982	mobot
Averrhoidium paraguaiense	-56.05	-23.78	1995	ZARDINI	43465	mobot
Averrhoidium paraguaiense	-56.05	-23.78	1995	ZARDINI	43436	mobot
Averrhoidium paraguaiense	-56.02	-22.63	1994	STEVENS	26015	mobot
Averrhoidium paraguaiense	-55.98	-22.66	1994	STEVENS	26097	mobot
Averrhoidium paraguaiense	-55.98	-22.66	1994	STEVENS	26115	mobot
Averrhoidium paraguaiense	-57.37	-22.52	1999	FERRUCCI	1353	mobot
Averrhoidium paraguaiense	-56.583111	-21.06025	2002	POTT	10451	splink
Averrhoidium paraguaiense	-44	-17.5	1998	PIRANI	3850	splink
Averrhoidium paraguaiense	-56.466667	-21.116667	2002	HATSCHBACH	73856	splink
Averrhoidium paraguaiense	-56.366667	-21.4	2003	BATTILANI	51	splink
Averrhoidium paraguaiense	-56.374444	-21.415278	2004	BATTILANI	65	splink
Averrhoidium paraguaiense	-56.590556	-21.141944	2000	DAMASCENO	2061	splink
Averrhoidium paraguaiense	-44	-17.5	1998	PIRANI	3850	jabotrb
Averrhoidium paraguaiense	-56.5333333	-20.9333333	1995	LOUREIRO	195	jabotrb
Averrhoidium paraguaiense	-56.5333333	-20.9333333	1985	LOUREIRO	195	jabotrb
Averrhoidium paraguaiense	-56.7161111	-21.1347222	2010	BORGES	1142	jabotrb
Averrhoidium paraguaiense	-56.6041667	-21.0772223	2010	QUINET	2248	jabotrb
Averrhoidium paraguaiense	-56.6041667	-21.0772223	2010	QUINET	2253	jabotrb
Averrhoidium paraguaiense	-56.6758334	-20.9208334	2010	MARTINELLI	16805	jabotrb
Averrhoidium paraguaiense	-44	-17.5	1998	PIRANI	3850	bien
Averrhoidium paraguaiense	-55.9825	-22.6555556	1994	STEVENS	26115	bien
Averrhoidium paraguaiense	-55.9825	-22.6555556	1994	STEVENS	26097	bien
Averrhoidium paraguaiense	-57.3655556	-22.6933333	1994	ZARDINI	40982	bien
Averrhoidium paraguaiense	-57.3655556	-22.6933333	1994	ZARDINI	40977	bien
Averrhoidium paraguaiense	-56.0508333	-23.7788889	1995	ZARDINI	43436	bien
Averrhoidium paraguaiense	-57.37	-22.5236111	2011	STEVENS	31227	bien
Averrhoidium paraguaiense	-54.8047222	-25.6319445	1994	ZARDINI	40795	bien
Averrhoidium paraguaiense	-56.0236111	-22.6319445	1994	STEVENS	26015	bien
Averrhoidium paraguaiense	-54.8047222	-25.6319445	1994	ZARDINI	40741	bien
Averrhoidium paraguaiense	-56.0508333	-23.7788889	1995	ZARDINI	43465	bien
Begonia reniformis	-39.811944	-13.657222	2017	KOLLMANN	13450	gbif
Begonia reniformis	-41.386389	-20.643889	2016	FORZZA	8811	gbif
Begonia reniformis	-40.919722	-20.1775	2016	KOLLMANN	13160	gbif
Begonia reniformis	-42.408614	-20.709997	2016	PAIVA	1016	gbif
Begonia reniformis	-39.2	-11.5	2016	COSTA	2033	gbif
Begonia reniformis	-37.467	-10.4215	2015	SANTANA	140	gbif
Begonia reniformis	-36.96475	-8.44275	2014	OLIVEIRA	3230	gbif
Begonia reniformis	-40.835556	-19.651389	2014	KOLLMANN	12952	gbif
Begonia reniformis	-38.716111	-3.888056	2014	LOIOLA	2452	gbif
Begonia reniformis	-37.095629	-10.435868	2014	SANTANA	42	gbif
Begonia reniformis	-40.998889	-11.625556	2014	QUEIROZ	16077	gbif
Begonia reniformis	-37.1353	-10.68851	2014	SANTANA	29	gbif
Begonia reniformis	-38.766667	-3.766667	2014	SAMPAIO	122	gbif
Begonia reniformis	-40.998056	-11.625556	2013	GREGORIO	213	gbif
Begonia reniformis	-41.08648	-20.51878	2013	IGLESIAS	126	gbif
Begonia reniformis	-39.658611	-13.164722	2013	GREGORIO	243	gbif
Begonia reniformis	-39.577778	-16.989722	2013	GREGORIO	240	gbif
Begonia reniformis	-40.261111	-14.358611	2013	AONA	2997	gbif
Begonia reniformis	-40.261111	-14.358611	2013	AONA	2998	gbif
Begonia reniformis	-41.554944	-20.945083	2013	JUNIOR	105	gbif
Begonia reniformis	-42.049722	-22.146389	2013	KOLLMANN	12792	gbif
Begonia reniformis	-40.568333	-19.716944	2013	FONTANA	7834	gbif
Begonia reniformis	-34.985556	-8.205833	2013	SOBRAL-LEITE	1318	gbif
Begonia reniformis	-34.985556	-8.205833	2013	SOBRAL-LEITE	1318	gbif
Begonia reniformis	-43.599722	-21.164722	2013	SOBRAL	15600	gbif
Begonia reniformis	-37.240417	-8.581778	2012	OLIVEIRA	110	gbif
Begonia reniformis	-37.240417	-8.581778	2012	OLIVEIRA	110	gbif
Begonia reniformis	-47.960556	-15.509722	2012	ZANATTA	1264	gbif
Begonia reniformis	-47.768278	-22.10775	2012	DINATO	114	gbif
Begonia reniformis	-40.454806	-20.295917	2012	ASSIS	3162	gbif
Begonia reniformis	-40.876639	-18.373306	2012	DAMACENO	75	gbif
Begonia reniformis	-38.979167	-4.213611	2012	GUEDES	19260	gbif
Begonia reniformis	-40.776667	-19.849444	2012	KOLLMANN	12433	gbif
Begonia reniformis	-40.739722	-19.826944	2012	KOLLMANN	12447	gbif
Begonia reniformis	-39.2	-11.5	2012	CARVALHO	104	gbif
Begonia reniformis	-41.476944	-20.335278	2012	ZORZANELLI	569	gbif
Begonia reniformis	-39.166667	-13.736944	2011	KOLLMANN	12488	gbif
Begonia reniformis	-40.308333	-20.1675	2011	KOLLMANN	12215	gbif
Begonia reniformis	-40.991797	-20.455222	2011	KOLLMANN	12267	gbif
Begonia reniformis	-41.791944	-20.613056	2011	ZORZANELLI	22	gbif
Begonia reniformis	-41.473056	-20.364722	2011	ZORZANELLI	22	gbif
Begonia reniformis	-43.044444	-22.975278	2011	NEPOMUCENO	6	gbif
Begonia reniformis	-40.199917	-10.359278	2011	SOUZA	48	gbif
Begonia reniformis	-39.920558	-9.88	2011	RODRIGUES	11	gbif
Begonia reniformis	-39.971639	-9.931167	2011	BEZERRA	6	gbif
Begonia reniformis	-40.336944	-20.297056	2011	SIQUEIRA	679	gbif
Begonia reniformis	-43.209167	-23.05	2011	BOVINI	3620	gbif
Begonia reniformis	-36.460444	-9.255139	2010	THOMAS	15160	gbif
Begonia reniformis	-40.127778	-16.278611	2010	KOLLMANN	11926	gbif
Begonia reniformis	-39.207778	-13.905278	2010	GUEDES	17226	gbif
Begonia reniformis	-40.520558	-20.303281	2010	CRIBARI	55	gbif
Begonia reniformis	-39.33	-13.383611	2010	GUEDES	17382	gbif
Begonia reniformis	-38.053722	-7.868278	2010	FONTANA	7000	gbif
Begonia reniformis	-40.506356	-20.302725	2010	MENEZES	34	gbif
Begonia reniformis	-40.816667	-19.983333	2010	KOLLMANN	12034	gbif
Begonia reniformis	-40.506356	-20.302725	2010	MENEZES	30	gbif
Begonia reniformis	-37.5207	-9.5853	2010	MACHADO	655	gbif
Begonia reniformis	-38.023333	-8.651944	2010	FONTANA	7090	gbif
Begonia reniformis	-36.191472	-8.235639	2010	MENDES	514	gbif
Begonia reniformis	-38.027567	-8.65175	2010	FONTANA	7090	gbif
Begonia reniformis	-40.739722	-19.826944	2010	KOLLMANN	12003	gbif
Begonia reniformis	-40.613944	-20.001842	2010	FREITAS	96	gbif
Begonia reniformis	-37.5207	-9.5853	2010	MACHADO	740	gbif
Begonia reniformis	-37.983889	-10.868528	2010	NOGUEIRA-JR	11	gbif
Begonia reniformis	-37.5207	-9.5853	2010	MACHADO	780	gbif
Begonia reniformis	-41.027222	-20.186944	2010	KOLLMANN	12086	gbif
Begonia reniformis	-39.577778	-16.989722	2010	KOLLMANN	12107	gbif
Begonia reniformis	-39.577778	-16.989722	2010	KOLLMANN	12107	gbif
Begonia reniformis	-39.166667	-14.8	2009	FEIJO	45	gbif
Begonia reniformis	-39.798444	-16.273889	2009	KOLLMANN	11572	gbif
Begonia reniformis	-39.983333	-16.279444	2009	KOLLMANN	11554	gbif
Begonia reniformis	-41.218889	-20.976111	2009	KOLLMANN	11674	gbif
Begonia reniformis	-46.511111	-22.8375	2009	SANTOS	225	gbif
Begonia reniformis	-41.476944	-20.328333	2009	KOLLMANN	11629	gbif
Begonia reniformis	-41.389167	-20.6575	2009	KOLLMANN	11654	gbif
Begonia reniformis	-38.015556	-8.649722	2009	SOBRINHO	2425	gbif
Begonia reniformis	-38.015556	-8.649722	2009	CARVALHO-SOBRINHO	2425	gbif
Begonia reniformis	-37.5207	-9.5853	2009	COSTA	642	gbif
Begonia reniformis	-41.398611	-20.681111	2008	KOLLMANN	10374	gbif
Begonia reniformis	-41.385	-20.673889	2008	COUTO	483	gbif
Begonia reniformis	-40.985	-18.566111	2008	KOLLMANN	10959	gbif
Begonia reniformis	-41.083611	-20.516111	2008	FRAGA	1963	gbif
Begonia reniformis	-41.083611	-20.516111	2008	FRAGA	1963	gbif
Begonia reniformis	-40.478333	-20.274444	2008	FRAGA	2199	gbif
Begonia reniformis	-40.481944	-20.3025	2008	AMORIM	7604	gbif
Begonia reniformis	-41.083611	-20.516111	2008	KOLLMANN	11120	gbif
Begonia reniformis	-40.481944	-20.3025	2008	AMORIM	7604	gbif
Begonia reniformis	-41.111389	-20.516111	2008	LABIAK	4855	gbif
Begonia reniformis	-40.478333	-20.274444	2008	FRAGA	2199	gbif
Begonia reniformis	-41.083611	-20.516111	2008	KOLLMANN	11120	gbif
Begonia reniformis	-41.111389	-20.516111	2008	LABIAK	4855	gbif
Begonia reniformis	-40.481944	-20.3025	2008	AMORIM	7604	gbif
Begonia reniformis	-40.481944	-20.3025	2008	AMORIM	7604	gbif
Begonia reniformis	-40.478333	-20.278889	2008	KOLLMANN	11227	gbif
Begonia reniformis	-40.478333	-20.278889	2008	KOLLMANN	11227	gbif
Begonia reniformis	-40.376111	-10.648333	2008	SOUSA	165	gbif
Begonia reniformis	-30.096111	-12.258889	2008	MELO	6059	gbif
Begonia reniformis	-40.479167	-20.272778	2007	KOLLMANN	9408	gbif
Begonia reniformis	-155.876	19.3749	2007	STAPLES	:1295	gbif
Begonia reniformis	-40.941667	-19.740833	2007	FONTANA	3487	gbif
Begonia reniformis	-40.981111	-19.741389	2007	KOLLMANN	9953	gbif
Begonia reniformis	-40.434861	-20.106111	2007	VERVLOET	3333	gbif
Begonia reniformis	-36.104444	-8.465833	2007	GOMES	555	gbif
Begonia reniformis	-39.658611	-13.164722	2007	PAIXAO	1337	gbif
Begonia reniformis	-40.632778	-19.988333	2007	ROSSINI	678	gbif
Begonia reniformis	-40.998056	-11.625556	2007	QUEIROZ	13159	gbif
Begonia reniformis	-40.769444	-18.975556	2007	FERNANDES	3402	gbif
Begonia reniformis	-40.998056	-11.625556	2007	QUEIROZ	13144	gbif
Begonia reniformis	-40.772222	-19.806111	2007	KOLLMANN	10131	gbif
Begonia reniformis	-40.696944	-19.6525	2007	KOLLMANN	10134	gbif
Begonia reniformis	-39.651389	-13.116667	2007	PERDIZ	214	gbif
Begonia reniformis	-40.516	-19.354444	2007	DEMUNER	4736	gbif
Begonia reniformis	-40.551111	-19.348333	2006	DEMUNER	1672	gbif
Begonia reniformis	-40.964167	-19.748333	2006	BRITTO	19	gbif
Begonia reniformis	-40.534722	-19.3325	2006	DEMUNER	2335	gbif
Begonia reniformis	-45.673333	-20.354167	2006	BORGES	183	gbif
Begonia reniformis	-45.669722	-20.366389	2006	BORGES	146	gbif
Begonia reniformis	-45.669722	-20.366389	2006	BORGES	208	gbif
Begonia reniformis	-37.87	-9.981389	2006	PRATA	1321	gbif
Begonia reniformis	-37.5207	-9.5853	2006	PRATA	1319	gbif
Begonia reniformis	-40.483333	-12.033333	2006	MELO	107	gbif
Begonia reniformis	-37.010278	-8.418611	2006	BOCAGE	73395	gbif
Begonia reniformis	-40.387778	-20.097222	2006	DEMUNER	2813	gbif
Begonia reniformis	-37.253	-10.4107	2006	SILVA	66	gbif
Begonia reniformis	-37	-8.5	2006	BOCAGE	1168	gbif
Begonia reniformis	-40.73	-18.892222	2006	MAGNAGO	1280	gbif
Begonia reniformis	-40.514167	-19.351944	2006	MAGNAGO	1460	gbif
Begonia reniformis	-40.575556	-19.887222	2006	KOLLMANN	9286	gbif
Begonia reniformis	-40.614167	-19.702222	2006	KOLLMANN	9366	gbif
Begonia reniformis	-41.020833	-11.671667	2006	GUEDES	12909	gbif
Begonia reniformis	-40.489444	-12.309167	2005	CARDOSO	247	gbif
Begonia reniformis	-41.12	-20.526389	2005	KOLLMANN	8106	gbif
Begonia reniformis	-40.536667	-12.412222	2005	QUEIROZ	10790	gbif
Begonia reniformis	-40.536667	-12.412222	2005	QUEIROZ	10790	gbif
Begonia reniformis	-40.478333	-12.300833	2005	CARDOSO	754	gbif
Begonia reniformis	-40.548333	-19.847222	2005	FONTANA	1650	gbif
Begonia reniformis	-40.581667	-19.950278	2005	FONTANA	1643	gbif
Begonia reniformis	-40.775	-19.797222	2005	KOLLMANN	8352	gbif
Begonia reniformis	-40.106389	-16.120556	2004	COSTA	476	gbif
Begonia reniformis	-40.981111	-19.741389	2004	FONTANA	872	gbif
Begonia reniformis	-41.550556	-20.939444	2004	KOLLMANN	6792	gbif
Begonia reniformis	-40.608333	-19.725	2004	FONTANA	925	gbif
Begonia reniformis	-39.603333	-14.705833	2004	THOMAS	14166	gbif
Begonia reniformis	-40.2	-10.366667	2004	SANTOS	319	gbif
Begonia reniformis	-40.67	-11.092778	2004	BORBA	1956	gbif
Begonia reniformis	-40.608333	-19.725	2004	KOLLMANN	7077	gbif
Begonia reniformis	-40.608333	-19.725	2004	KOLLMANN	7062	gbif
Begonia reniformis	-40.608333	-19.725	2004	KOLLMANN	7074	gbif
Begonia reniformis	-40.483611	-12.313056	2004	QUEIROZ	9925	gbif
Begonia reniformis	-40.924167	-20.176944	2003	KOLLMANN	6144	gbif
Begonia reniformis	-40.027222	-11.684444	2003	NASCIMENTO	31	gbif
Begonia reniformis	-40.057528	-16.038333	2003	LOMBARDI	5312	gbif
Begonia reniformis	-40.115972	-15.817	2003	SALINO	9126	gbif
Begonia reniformis	-104.9619	39.73193	2002	RICHARDS		gbif
Begonia reniformis	-48.715556	-15.640278	2002	FONSECA	3310	gbif
Begonia reniformis	-47.324167	-16.220556	2002	SANTOS	1328	gbif
Begonia reniformis	-38.946056	-4.194722	2002	SILVEIRA	300	gbif
Begonia reniformis	-40.999167	-11.624722	2002	JARDIM	4014	gbif
Begonia reniformis	-40.924167	-20.176944	2002	KOLLMANN	5717	gbif
Begonia reniformis	-40.1117	-14.2298	2001	AMORIM	3603	gbif
Begonia reniformis	-104.9619	39.73193	2001	RICHARDS		gbif
Begonia reniformis	-40.554444	-11.4075	2001	BAUTISTA	3030	gbif
Begonia reniformis	-40.554444	-11.4075	2001	BAUTISTA	3030	gbif
Begonia reniformis	-40.645833	-19.981944	2001	KOLLMANN	4094	gbif
Begonia reniformis	-40.806944	-19.910833	2001	KOLLMANN	4320	gbif
Begonia reniformis	-40.565278	-15.784444	2000	DEMUNER	1281	gbif
Begonia reniformis	-40.681389	-19.805556	2000	FONTANA	17	gbif
Begonia reniformis	-40.681389	-19.805556	2000	FONTANA	18	gbif
Begonia reniformis	-40.681389	-19.805556	2000	KOLLMANN	3102	gbif
Begonia reniformis	-37.268056	-9.217222	2000	LYRA-LEMOS	5013	gbif
Begonia reniformis	-40.681389	-19.805556	2000	KOLLMANN	3105	gbif
Begonia reniformis	-40.681389	-19.805556	2000	KOLLMANN	3107	gbif
Begonia reniformis	-37.268056	-9.217222	2000	LYRA-LEMOS	5013	gbif
Begonia reniformis	-40.615	-19.861111	1999	KOLLMANN	2397	gbif
Begonia reniformis	-40.389722	-11.089167	1999	FRANCA	3140	gbif
Begonia reniformis	-40.615	-19.861111	1999	DEMUNER	138	gbif
Begonia reniformis	102.6833	25.0167	1998	SMYTH	98014	gbif
Begonia reniformis	-40.683611	-19.931111	1998	KOLLMANN	339	gbif
Begonia reniformis	-37.253	-10.4107	1998	VICENTE	172	gbif
Begonia reniformis	-37.253	-10.4107	1998	VICENTE	187	gbif
Begonia reniformis	-39.7825	-12.753889	1997	MELO	2210	gbif
Begonia reniformis	-39.7825	-12.753889	1997	MELO	2210	gbif
Begonia reniformis	-39.794722	-12.739722	1997	FRANCA	2342	gbif
Begonia reniformis	-39.794722	-12.739722	1997	FRANCA	2342	gbif
Begonia reniformis	-35.033333	-7.833333	1997	BARACHO	655	gbif
Begonia reniformis	-35.033333	-7.833333	1997	BARACHO	655	gbif
Begonia reniformis	-3.51	43.18	1997	SANTAYANA	276	gbif
Begonia reniformis	-119.65	34.43	1996	ANNABLE	2963	gbif
Begonia reniformis	-44.183333	-18.283333	1996	PIRANI	3754	gbif
Begonia reniformis	-41.016389	-11.681667	1996	HARLEY	&;3116	gbif
Begonia reniformis	-40.6725	-11.086944	1996	GIULIETTI	3303	gbif
Begonia reniformis	-40.6725	-11.086944	1996	GIULIETTI	3303	gbif
Begonia reniformis	-39.783333	-12.733333	1996	MELO	1877	gbif
Begonia reniformis	-39.783333	-12.733333	1996	MELO	1877	gbif
Begonia reniformis	-41.019167	-20.403889	1995	FRAGA	184	gbif
Begonia reniformis	-41	-20.75	1993	PIGNAL		gbif
Begonia reniformis	-41.7167	-13.2833	1992	GANEV	11130	gbif
Begonia reniformis	-41.716667	-13.283333	1992	GANEV	687	gbif
Begonia reniformis	-41.716667	-13.283333	1992	GANEV	687	gbif
Begonia reniformis	-41.7	-13.25	1992	HARLEY	50500	gbif
Begonia reniformis	-41.7	-13.25	1992	HARLEY	50500	gbif
Begonia reniformis	-41.8	-13.3	1991	LUGHADHA	50556	gbif
Begonia reniformis	-46.15	-21.25	1987	GENTRY	59099	gbif
Begonia reniformis	-39.083333	-12.533333	1986	CAVALO	467	gbif
Begonia reniformis	-38.683333	-12.366667	1986	QUEIROZ	969	gbif
Begonia reniformis	-38.683333	-12.366667	1986	QUEIROZ	969	gbif
Begonia reniformis	-38.683333	-12.366667	1986	QUEIROZ	969	gbif
Begonia reniformis	-40.616667	-19.935833	1985	FERNANDES	1255	gbif
Begonia reniformis	-40.65	-19.915556	1985	FERNANDES	1459	gbif
Begonia reniformis	-39.616667	-12.2	1985	NOBLICK	4392	gbif
Begonia reniformis	-40.6275	-19.937778	1984	BOONE	62	gbif
Begonia reniformis	-40.589167	-19.922222	1984	PIZZIOLO	135	gbif
Begonia reniformis	-39.133333	-16.383333	1984	SANTOS	417	gbif
Begonia reniformis	-39.133333	-16.383333	1984	SANTOS	417	gbif
Begonia reniformis	-46.3353	-21.502	1983	LEITAO	2027	gbif
Begonia reniformis	-47.966667	-15.516667	1983	THOME	812686	gbif
Begonia reniformis	-47.966667	-15.516667	1983	THOME	17	gbif
Begonia reniformis	-47.95	-15.516667	1981	PESANTES	14	gbif
Begonia reniformis	-37.3203	-10.3258	1981	VIANA	144	gbif
Begonia reniformis	-47.95	-15.516667	1981	PIEDADE	11	gbif
Begonia reniformis	-39.083333	-12.533333	1980	CAVALO	467	gbif
Begonia reniformis	-39.05	-12.533333	1980	NOBLICK	1975	gbif
Begonia reniformis	-39.05	-12.533333	1980	NOBLICK	1975	gbif
Begonia reniformis	-39.083333	-12.533333	1980	CAVALO	467	gbif
Begonia reniformis	-39.083333	-12.533333	1980	CAVALO	467	gbif
Begonia reniformis	-47.95	-15.516667	1980	KIRKBRIDE	3631	gbif
Begonia reniformis	-39.016667	-4.316667	1979	FILHO	94	gbif
Begonia reniformis	-39.18158	-16.372109	1978	EUPONINO	362	gbif
Begonia reniformis	-37.0314	-8.2509	1971	ANDRADE-LIMA	716425	gbif
Begonia reniformis	-39.85	-12.866667	1969	COSTA		gbif
Begonia reniformis	-48.6	-15.57	1968	IRWIN	19104	gbif
Begonia reniformis	-48.6	-15.57	1968	IRWIN	19132	gbif
Begonia reniformis	-40.4783334	-20.2744445	2008	FRAGA	2199	jabot
Begonia reniformis	-40.2611111	-14.3586111	2013	AONA	2997	jabot
Begonia reniformis	-45.6733334	-20.3541667	2006	BORGES	183	jabot
Begonia reniformis	-43.5997222	-21.1647222	2013	SOBRAL	15600	jabot
Begonia reniformis	-40.4819445	-20.3025	2008	AMORIM	7604	jabot
Begonia reniformis	-43.0444444	-22.9752778	2011	NEPOMUCENO	6	jabot
Begonia reniformis	-41.1113889	-20.5161111	2008	LABIAK	4855	jabot
Begonia reniformis	-41.0836111	-20.5161111	2008	FRAGA	1963	jabot
Begonia reniformis	-43.2091667	-23.05	2011	BOVINI	3620	jabot
Begonia reniformis	-40.5366666	-12.4122222	2005	QUEIROZ	10790	jabot
Begonia reniformis	-40.2611111	-14.3586111	2013	AONA	2998	jabot
Begonia reniformis	-40.4783334	-20.2788889	2008	KOLLMANN	11227	jabot
Begonia reniformis	-41.0836111	-20.5161111	2008	KOLLMANN	11120	jabot
Begonia reniformis	-45.6697223	-20.3663889	2006	BORGES	208	jabot
